% 1.Title: Kinopoisk serials database
%
% 2.Sources:
%   (a) Creator: Vysotin Danil
%   (b) Date: October, 2024
%
@RELATION kinopoisk

@ATTRIBUTE id integer
@ATTRIBUTE title string
@ATTRIBUTE rating numeric
@ATTRIBUTE number_of_ratings integer
@ATTRIBUTE country string
@ATTRIBUTE genre {драма,комедия,боевик,фантастика,ужасы,мелодрама,триллер,приключения,документальный,аниме,криминал,история,фэнтези,спорт,мультфильм,детский,музыка,военный,детектив,биография,мюзикл,реальноеТВ,игра}
@ATTRIBUTE director string
@ATTRIBUTE age_rate {0+,6+,12+,16+,18+}
@ATTRIBUTE year integer
@ATTRIBUTE review_count integer
@ATTRIBUTE duration_minutes integer

@DATA
543,'Анна Герман. Тайна белого ангела',8.4,40489,'Россия',драма,'Вальдемар Кшистек',18+,2012,18,50
544,'Нинель',7.7,40173,'Россия',мелодрама,'Сергей Краснов',18+,2021,1,51
545,'По волчьим законам',8.3,40132,'США',драма,'Ник Копус',18+,2016,16,60
546,'Большая маленькая ложь',8.1,40096,'Турция',драма,'Али Билгин',18+,2017,2,120
547,'Мафия — дело семейное',7.5,40040,'Россия',комедия,'Миша Поляков',18+,2022,?,24
548,'По зову сердца',7.9,40021,'Россия',военный,'Игорь Угольников',18+,2024,3,?
549,'Анжелика',6.8,40007,'Россия',комедия,'Радда Новикова',18+,2014,11,20
550,'Сколько живет любовь',7.3,39751,'Россия',драма,'Денис Елеонский',18+,2019,2,?
551,'Мата Хари',7.7,39557,'Россия',история,'Денни Берри',18+,2016,17,60
552,'Метод уборщицы',7.2,39551,'Россия',детектив,'Филипп Коршунов',18+,2023,?,44
553,'Кровавые цветы',7.6,39320,'Турция',драма,'Омер Байкул',18+,2022,?,?
554,'Кибердеревня: Экстра',8.2,39177,'Россия',документальный,'Семен Веснин',12+,2023,1,15
555,'Мертвый сезон',7.1,39059,'Швейцария',триллер,'Пьер Моннар',18+,2022,2,53
556,'Фурцева. Легенда о Екатерине',7.7,39010,'Россия',биография,'Сергей Попов',18+,2011,7,50
557,'Пиноккио',8.1,38996,'Корея Южная',детектив,'Чо Су-вон',18+,2014,10,60
558,'Каннамская красотка',7.5,38934,'Корея Южная',мелодрама,'Чхве Сон-бом',18+,2018,4,70
560,'Номер 309',7.3,38684,'Турция',мелодрама,'Хасан Толга Пулат',18+,2016,4,120
561,'Аля иногда кокетничает со мной по-русски',7.9,38660,'Япония',аниме,'Рёта Ито',18+,2024,3,24
562,'Тихий океан',8.2,38551,'США',военный,'Джереми Подесва',18+,2010,39,54
563,'Худшая подруга',7.4,38470,'Украина',комедия,'Сергей Сторожев',18+,2020,?,45
564,'Зеленый мэр',7.2,38403,'Россия',комедия,'Федор Балванович',18+,2021,7,25
565,'Ищу жену с ребёнком',7.5,38399,'Украина',комедия,'Алексей Кирющенко',18+,2014,1,44
566,'К2',7.9,38308,'Корея Южная',триллер,'Квак Чон-хван',18+,2016,10,75
567,'Тима и Тома',8.0,38169,'Россия',мультфильм,'Андрей Бахурин',0+,2015,?,5
568,'Она была красоткой',7.8,37961,'Корея Южная',комедия,'Чон Дэ-юн',18+,2015,12,60
569,'Чисто английские убийства',8.2,37892,'Великобритания',драма,'Ренни Рай',18+,1997,35,91
570,'Повелитель солнца',8.2,37751,'Корея Южная',фэнтези,'Чин Хёк',18+,2013,27,70
571,'Отель «Феникс»',7.4,37690,'Россия',детектив,'Владимир Койфман',18+,2020,2,44
572,'Тысяча и одна ночь',7.7,37386,'Египет',фэнтези,'Ислам Хайри',18+,2024,?,40
573,'Чёрные бушлаты',7.5,37376,'Россия',военный,'Виталий Воробьев',18+,2018,4,51
574,'Я вернусь',7.9,37316,'Россия',драма,'Елена Немых',18+,2008,15,52
575,'Готовы на всё',7.4,37216,'Россия',комедия,'Марк Горобец',18+,2021,4,24
576,'Второе зрение',7.7,37170,'Россия',детектив,'Кирилл Белевич',18+,2016,2,51
577,'Царская прививка',7.4,37020,'Россия',драма,'Егор Анашкин',18+,2023,?,27
578,'Под кожей',8.2,37016,'Китай',детектив,'Син Цзяньцзюнь',18+,2022,3,45
579,'Шерлок Холмс',6.6,36943,'Россия',триллер,'Андрей Кавун',12+,2013,108,44
580,'Белка и Стрелка: Озорная семейка',5.6,36487,'Россия',мультфильм,'Андрей Рубецкой',0+,2011,6,5
581,'The Ultimate Fighter',8.2,36475,'США',реальноеТВ,'Томас Лурейро',18+,2005,?,60
582,'Вавилон-Берлин',8.0,36466,'Германия',детектив,'Хендрик Хандлёгтен',18+,2017,26,45
583,'Черная жемчужина',7.6,36353,'Турция',драма,'Эрол Озлеви',18+,2017,?,120
584,'Битва за Москву',8.4,36236,'СССР',драма,'Юрий Озеров',12+,1985,8,?
585,'Ходячие мертвецы: Мертвый город',7.3,36218,'США',ужасы,'Майкл Е. Сатраземис',18+,2023,7,46
586,'Пропавшие: Другая сторона',8.3,36179,'Корея Южная',детектив,'Мин Ён-хон',18+,2020,1,70
587,'Бортпроводница',7.2,36094,'США',детектив,'Сильвер Три',18+,2020,10,45
588,'Последний из Магикян',7.1,36032,'Россия',комедия,'Резо Гигинеишвили',18+,2013,7,24
589,'Казанова в России. Тайная миссия',7.7,36007,'Россия',детектив,'Илья Чижиков',18+,2021,1,49
590,'Лондонград. Знай наших',7.9,35994,'Россия',драма,'Дмитрий Киселёв',18+,2015,30,48
591,'Витязи',7.1,35883,'Россия',детектив,'Михаил Колпахчиев',18+,2023,6,50
592,'Уловка-22',7.9,35871,'США',драма,'Джордж Клуни',18+,2019,17,45
593,'Многодетство',7.9,35829,'Россия',комедия,'Роман Самгин',6+,2024,?,24
594,'Другая',7.6,35599,'Украина',драма,'Дмитрий Лактионов',18+,2019,?,?
595,'Приберись получше',7.7,35569,'Корея Южная',мелодрама,'Но Джон-чхан',18+,2018,5,70
596,'Котёнок Котэ',8.2,35521,'Россия',детский,'Артур Днепровский',0+,2015,?,3
597,'СуперИвановы',7.9,35498,'Россия',детектив,'Юрий Осипов',18+,2023,2,45
598,'Чудо-доктор',8.7,35360,'Турция',драма,'Айтач Чичек',18+,2019,2,120
599,'Даёшь молодёжь!',5.8,35284,'Россия',комедия,'Ольга Ланд',18+,2009,23,24
600,'Я тебя слышу',8.2,34903,'Корея Южная',мелодрама,'Чо Су-вон',12+,2013,23,63
601,'Вера',8.3,34872,'Корея Южная',мелодрама,'Ким Джон-хак',12+,2012,27,63
602,'Остров Обречённых',7.1,34853,'Россия',боевик,'Фуад Шабанов',18+,2018,1,48
603,'Путешествие к бессмертию',8.9,34843,'Китай',мультфильм,'Ван Юйжэнь',18+,2020,4,20
604,'Догоняя смерть',7.1,34734,'Израиль',фантастика,'Омри Гивон',18+,2019,2,50
605,'Бодо Бородо',8.9,34566,'Россия',мультфильм,'Владимир Сахновский',0+,2020,?,4
606,'Заводила и принцесса',8.6,34479,'Китай',драма,'Лю Цзуньцзе',18+,2022,5,45
607,'Провинциальный детектив',7.4,34390,'Россия',детектив,'Филипп Коршунов',18+,2022,?,44
608,'Деревяшки',8.0,34325,'Россия',мультфильм,'Ася Стрельбицкая',0+,2017,?,5
609,'Миллионер из Балашихи',7.4,34265,'Россия',комедия,'Никита Тамаров',18+,2019,2,15
610,'Исчезнувшая',7.2,33946,'Россия',детектив,'Юсуп Разыков',18+,2017,2,49
611,'Её личная жизнь',8.0,33870,'Корея Южная',мелодрама,'Хон Джон-чхан',12+,2019,1,80
612,'Презумпция невиновности',7.7,33734,'Россия',детектив,'Наталия Бучнева',18+,2018,?,52
613,'Наш спецназ',7.9,33733,'Россия',детектив,'Виктор Шкуратов',18+,2022,?,42
614,'Пищеблок: Экстра',7.7,33677,'Россия',документальный,'Семен Веснин',18+,2023,1,?
615,'Геройчики',9.0,33636,'Россия',мультфильм,'Джалиль Ризванов',0+,2022,1,11
616,'Синдром дракона',7.5,33627,'Россия',триллер,'Николай Хомерики',18+,2012,10,52
617,'Нежные листья, ядовитые корни',7.2,33577,'Россия',детектив,'Руслан Паушу',18+,2019,?,44
618,'Великий соблазнитель',7.4,33533,'Корея Южная',драма,'Кан Ин',18+,2018,3,35
619,'Говорящий Том и друзья',8.8,33429,'Великобритания',мультфильм,'Марк МакКонвилл',6+,2014,?,11
620,'Курорт цвета хаки',7.5,33375,'Россия',мелодрама,'Александр Карпиловский',18+,2021,1,?
621,'Хочу не могу!',6.7,33340,'Россия',комедия,'Яна Гладких',18+,2022,2,21
622,'Моя дочь',8.2,33241,'Турция',драма,'Гёкчен Уста',18+,2018,1,120
623,'Вокально—криминальный ансамбль',7.9,33234,'Россия',детектив,'Степан Коршунов',18+,2018,4,?
624,'Отель у овечек',8.8,33165,'Россия',мультфильм,'Дмитрий Высоцкий',0+,2022,?,5
625,'Ассасины. Начало',7.4,32991,'Египет',триллер,'Питер Мими',18+,2024,?,40
626,'Цып-цып',8.5,32941,'Россия',мультфильм,'Евгений Савин',0+,2017,?,?
627,'Конец лета',7.4,32901,'Швеция',триллер,'Хенрик Георгссон',18+,2023,4,54
628,'Крот',7.5,32839,'Россия',драма,'Эрнест Ясан',18+,2001,9,51
629,'Филатов',7.5,32659,'Россия',комедия,'Максим Свешников',18+,2019,1,24
630,'Отель Портофино',7.4,32291,'Великобритания',драма,'Адам Уимпенни',18+,2022,?,54
631,'Варяги',7.6,32165,'Россия',криминал,'Алан Дзоциев',18+,2022,?,52
632,'Брежнев',7.4,32079,'Россия',драма,'Сергей Снежкин',12+,2005,8,?
633,'Angry Birds. Пушистики',8.6,32024,'Финляндия',мультфильм,'Томас Лепеска',6+,2017,?,2
634,'Дальнобойщики 2',7.0,31983,'Россия',мелодрама,'Василий Бледнов',18+,2004,2,47
635,'Один',7.6,31963,'Россия',детектив,'Армен Арутюнян',18+,2018,?,50
636,'Банды',7.5,31848,'Россия',драма,'Сергей Гинзбург',18+,2010,10,52
637,'Учитель Ким, доктор Романтик',8.7,31844,'Корея Южная',драма,'Ю Ин-щик',12+,2016,7,75
638,'Чик-Чирикино',?,?,'Россия',мультфильм,'Антон Ланшаков',6+,2023,?,11
639,'Стужа',7.6,31676,'Турция',драма,'Хилал Сарал',18+,2020,?,120
640,'Добиться искренности',7.9,31667,'Корея Южная',мелодрама,'Пак Чун-хва',18+,2019,4,60
641,'ТораДора!',8.0,31651,'Япония',аниме,'Тацуюки Нагаи',18+,2008,26,25
642,'Личность не установлена',7.7,31561,'Россия',драма,'Андрей Либенсон',18+,2017,1,48
643,'Весёлая карусель',7.5,31505,'СССР',мультфильм,'Леонид Носырев',0+,1969,3,10
644,'Мэйфейрские ведьмы',6.7,31331,'США',ужасы,'Хайфа Аль-Мансур',18+,2023,3,60
645,'Звездный путь: Странные новые миры',7.9,31320,'США',фантастика,'Майя Врвило',18+,2022,5,52
646,'Любовь заставит плакать',7.5,31306,'Турция',драма,'Туна Акташ',18+,2019,?,120
647,'Последняя встреча',7.7,31217,'Россия',боевик,'Александр Аравин',18+,2010,3,51
648,'Неподсудные',7.6,31121,'Россия',триллер,'Мурад Алиев',18+,2015,1,44
649,'Лунный свет, нарисованный облаками',8.1,31063,'Корея Южная',мелодрама,'Ким Сон-юн',18+,2016,6,70
650,'Жить сначала',7.5,31016,'Россия',драма,'Виктор Бутурлин',18+,2009,1,?
651,'Подсудимый',8.3,31009,'Корея Южная',драма,'Чо Ён-гван',18+,2017,5,60
652,'Кошечки-собачки',8.6,30997,'Россия',мультфильм,'Алексей Миронов',0+,2020,3,7
653,'Барри',7.7,30983,'США',боевик,'Билл Хейдер',18+,2018,18,30
654,'Вольф Мессинг: Видевший сквозь время',7.8,30937,'Россия',драма,'Владимир Краснопольский',0+,2009,19,?
655,'Вне себя',7.4,30903,'Россия',триллер,'Александр Дулерайн',18+,2021,5,45
656,'Класс лжецов',7.8,30818,'Корея Южная',детектив,'Сон Ён-иль',18+,2019,4,60
657,'72 метра',8.3,30766,'Россия',боевик,'Владимир Хотиненко',12+,2004,1,52
658,'Покорение дворца Яньси',8.7,30735,'Китай',мелодрама,'Хуэй Кайдун',18+,2018,5,45
659,'Последняя миссия ангела: Любовь',8.1,30661,'Корея Южная',мелодрама,'Ли Джон-соп',12+,2019,7,62
660,'Лачуга должника',7.3,30619,'Россия',драма,'Александр Котт',12+,2017,11,52
662,'Меморист',7.9,30542,'Корея Южная',детектив,'Ким Хви',18+,2020,4,60
663,'Гоморра',8.0,30482,'Италия',драма,'Клаудио Капеллини',18+,2014,19,50
664,'Последователи',6.8,30467,'Россия',триллер,'Гамлет Дульян',18+,2022,5,52
665,'Хранители',7.0,30256,'США',фантастика,'Николь Кэссел',18+,2019,35,55
666,'Офицерские жены',7.9,30224,'Украина',драма,'Дмитрий Петрунь',18+,2015,4,45
667,'Охота',7.5,30168,'Россия',драма,'Стас Иванов',18+,2014,?,45
668,'Снег и пепел',7.3,29984,'Россия',детектив,'Александр Кириенко',18+,2015,2,44
669,'Человек из дома напротив',7.0,29748,'Россия',детектив,'Наталия Микрюкова',12+,2021,?,44
670,'Копы 667',8.0,29741,'Казахстан',комедия,'Абзал Гарифуллин',18+,2020,?,?
671,'Баба Яга против!',7.2,29690,'СССР',мультфильм,'Владимир Пекарь',0+,1979,4,?
672,'Доктор Машинкова',8.2,29684,'Россия',детский,'Дмитрий Карпухин',0+,2015,?,4
673,'Предложение',8.6,29652,'США',драма,'Адам Аркин',18+,2022,15,?
674,'Гарри Уайлд',7.6,29630,'Ирландия',триллер,'Роберт Куинн',18+,2022,2,60
675,'Семейный брак',7.7,29330,'Великобритания',драма,'Стивен Фрирз',18+,2019,9,10
676,'И в печали, и в радости',7.2,29285,'Турция',мелодрама,'Метин Балекоглу',18+,2020,2,120
677,'На безымянной высоте',7.5,29250,'Россия',боевик,'Вячеслав Никифоров',18+,2004,14,?
678,'Тайна',8.2,29235,'Корея Южная',мелодрама,'Ли Ын-бок',18+,2013,20,60
679,'Затаив дыхание',7.1,29164,'Россия',мелодрама,'Руслан Паушу',18+,2022,?,50
680,'Пацанские истории',7.4,29112,'Казахстан',боевик,'Нурсултан Джумабеков',18+,2019,1,?
681,'Продавец на полставки',7.7,29090,'Корея Южная',мелодрама,'Ли Мён-у',18+,2020,1,70
682,'Я знаю, кто ты',7.4,28991,'Испания',детектив,'Пау Фрейксас',18+,2017,7,70
683,'Богатые тоже плачут',7.7,28953,'Мексика',драма,'Луис Мансо',18+,2022,1,60
684,'Янычар',7.9,28937,'Россия',приключения,'Иван Шурховецкий',12+,2020,?,48
685,'Тот, кто читает мысли (Менталист)',7.2,28891,'Россия',детектив,'Алексей Мурадов',18+,2016,12,52
686,'Больше чем любовь',7.3,28812,'Россия',детектив,'Андрей Симонов',18+,2019,?,45
687,'6 кадров',6.1,28647,'Россия',комедия,'Александр Жигалкин',18+,2006,20,22
688,'История дворца Куньнин',8.9,28575,'Китай',фэнтези,'Чу Юй-Бунь',18+,2023,2,45
689,'Долгая дорога к счастью',7.4,28544,'Украина',мелодрама,'Ева Стрельникова',18+,2020,?,45
690,'Правила стрима: Атакуя твоё сердце',8.3,28354,'Китай',мелодрама,'Ша Вэйци',18+,2019,5,45
691,'Азбука безопасности со Смешариками',8.4,28299,'Россия',мультфильм,'Светлана Мардаголимова',0+,2020,1,3
692,'30, но 17',8.1,28219,'Корея Южная',мелодрама,'Чо Су-вон',12+,2018,3,70
693,'Небесный суд. Продолжение',8.0,28204,'Россия',драма,'Алёна Званцова',12+,2014,8,100
694,'В активном поиске',7.1,28189,'Россия',комедия,'Сарик Андреасян',18+,2021,3,15
695,'Геймеры',5.8,28170,'Россия',боевик,'Михаил Шевчук',18+,2012,40,45
696,'Сплетница',6.6,28000,'США',драма,'Джошуа Сафран',18+,2021,5,60
697,'Проклятая недвижимость',8.0,28005,'Корея Южная',детектив,'Пак Чин-сок',18+,2021,?,30
698,'Сыр в мышеловке',7.5,27828,'Корея Южная',мелодрама,'Ли Юн-джон',18+,2016,7,60
699,'Как я стал русским',7.6,27802,'Россия',комедия,'Константин Статский',18+,2015,4,24
700,'Врачи',8.1,27788,'Корея Южная',драма,'О Чхун-хван',12+,2016,2,60
701,'Дом Фарфора',7.2,27597,'Россия',драма,'Олег Асадулин',18+,2016,3,?
702,'Арт и Факт',8.1,27573,'Россия',биография,'Олег Гусев',18+,2023,?,?
703,'Байки Митяя',6.2,27568,'Украина',комедия,'Алексей Кирющенко',18+,2012,5,25
704,'Sпарта',7.4,27521,'Россия',драма,'Егор Баранов',18+,2016,15,53
705,'Ледяная бездна',7.3,27317,'Финляндия',боевик,'Петри Котвица',18+,2021,?,42
706,'Я «любила» мужа',6.2,27209,'Россия',комедия,'Юлия Трофимова',18+,2022,2,?
708,'Ты прекрасен!',8.2,27064,'Корея Южная',мелодрама,'Хон Сон-чхан',18+,2009,60,66
709,'Красные горы',7.6,27018,'Россия',боевик,'Игорь Зайцев',18+,2013,5,44
710,'Два капитана',8.4,26880,'СССР',мелодрама,'Евгений Карелов',12+,1976,14,?
711,'Фиксипелки',8.2,26871,'Россия',детский,'Андрей Колпин',0+,2012,?,2
712,'Всплеск любви',7.8,26855,'Корея Южная',фэнтези,'Ким Джи-хён',18+,2015,1,60
713,'Сибириада',8.1,26837,'СССР',драма,'Андрей Кончаловский',12+,1978,20,?
714,'Хиромант',7.7,26826,'Россия',драма,'Антон Борматов',18+,2005,12,45
715,'Супергерои.ру',8.6,26793,'Россия',мультфильм,'Алексей Замыслов',6+,2023,1,22
716,'Личные предпочтения',7.9,26769,'Корея Южная',мелодрама,'Но Джон-чхан',18+,2010,27,65
717,'Красная манжета',8.3,26753,'Корея Южная',биография,'Чон Джи-ин',18+,2021,4,70
718,'Жизнь в браке',7.8,26654,'Корея Южная',драма,'Мо Ван-иль',18+,2020,3,70
719,'Сказки Пушкина. Для взрослых',6.0,26599,'Россия',комедия,'Ксения Зуева',18+,2021,12,?
720,'Старое ружьё',7.7,26546,'Россия',военный,'Кирилл Белевич',18+,2014,5,?
721,'Вспыльчивый священник',8.2,26541,'Корея Южная',комедия,'Ли Мён-у',18+,2019,6,70
722,'План Б',7.6,26504,'Канада',фантастика,'Жан-Франсуа Асселин',18+,2023,4,?
723,'Король шоппинга Луи',7.8,26438,'Корея Южная',мелодрама,'Ли Сан-ёп',18+,2016,5,70
724,'Джулия',8.1,26300,'США',драма,'Мелани Мейрон',18+,2022,4,45
725,'Ребёнок',8.1,26262,'Турция',драма,'Серкан Биринджи',18+,2019,?,120
726,'Напарники',8.3,26226,'Корея Южная',детектив,'Но До-чхоль',18+,2018,1,60
727,'Секретарша',7.3,26199,'Россия',драма,'Радда Новикова',18+,2017,?,52
728,'Большой побег',8.7,26041,'Россия',реальноеТВ,'Дмитрий Васильев',18+,2023,3,?
729,'Неуловимые',7.5,25937,'Россия',комедия,'Владимир Виноградов',18+,2017,?,48
730,'Грузчики',6.6,25876,'Россия',фантастика,'Александр Ершов',18+,2022,?,?
731,'Лесник',6.9,25683,'Россия',детектив,'Виктор Конисевич',18+,2011,?,45
732,'Живой',7.6,25604,'Россия',детектив,'Михаил Кабанов',18+,2017,?,47
733,'Давай сражаться, призрак',7.8,25547,'Корея Южная',мелодрама,'Пак Чун-хва',18+,2016,4,60
734,'Гибель Империи',8.0,25410,'Россия',боевик,'Владимир Хотиненко',12+,2005,18,?
735,'Военная разведка: Западный фронт',7.6,25383,'Россия',приключения,'Алексей Праздников',18+,2010,4,52
736,'Старгерл',7.2,25324,'США',фантастика,'Энди Армаганян',12+,2020,4,?
737,'По праву любви',7.3,25246,'Украина',мелодрама,'Майя Сомова',18+,2019,?,48
738,'Я люблю своего мужа',7.0,25230,'Украина',комедия,'Дмитрий Петрунь',18+,2016,3,?
739,'Ван Хельсинг',6.8,25223,'США',ужасы,'Джонатан Скарф',18+,2016,12,43
740,'Последний мент',7.7,25203,'Россия',детектив,'Михаил Жерневский',18+,2015,3,39
741,'Месье Спейд',7.1,25200,'США',детектив,'Скотт Фрэнк',18+,2024,6,?
742,'Безрассудно влюблённые',8.0,25125,'Корея Южная',мелодрама,'Пак Хён-сок',18+,2016,6,60
743,'Гетеры майора Соколова',7.5,25105,'Россия',военный,'Бахтиер Худойназаров',18+,2014,8,49
744,'Кремлевские курсанты',5.5,25097,'Россия',драма,'Валентин Козловский',18+,2009,22,48
745,'Под прикрытием',7.5,25079,'Турция',мелодрама,'Мурат Аксу',18+,2022,1,105
746,'Смешарики. Азбука здоровья',8.5,25065,'Россия',мультфильм,'Олег Мусин',0+,2008,1,2
747,'Отправление',7.6,25016,'Канада',триллер,'Т.Дж. Скотт',18+,2019,5,45
748,'Мой призрак',7.9,24982,'Корея Южная',мелодрама,'Ю Джэ-вон',18+,2015,4,60
749,'Батальоны просят огня',8.3,24950,'СССР',драма,'Александр Боголюбов',12+,1985,15,?
750,'Чужая кровь',7.6,24942,'Россия',драма,'Ольга Субботина',18+,2017,1,?
751,'Монстр',7.9,24927,'Корея Южная',детектив,'Щим На-ён',18+,2021,6,60
752,'Сердечная рана',7.5,24904,'Турция',драма,'Йылдыз Хюлья Билбан',18+,2021,?,45
753,'Оливье и роботы',7.2,24888,'Россия',комедия,'Сергей Наумов',12+,2022,3,?
754,'Школа 2017',7.7,24864,'Корея Южная',мелодрама,'Пак Чин-сок',18+,2017,2,60
755,'Чужая дочь',7.8,24798,'Россия',мелодрама,'Сергей Газаров',18+,2016,1,50
756,'Стеклянные потолки',7.3,24711,'Турция',драма,'Фехми Озтюрк',18+,2021,3,150
757,'Ночные вызовы',7.3,24696,'Великобритания',триллер,'Тим Милантс',18+,2022,3,57
758,'Вернуться в 1988',8.9,24613,'Корея Южная',комедия,'Щин Вон-хо',18+,2015,7,85
759,'Террор',7.2,24576,'США',ужасы,'Тим Милантс',18+,2018,36,60
760,'Медное солнце',8.1,24503,'Россия',военный,'Карен Оганесян',18+,2018,4,42
761,'Прорвёмся',8.0,24427,'Корея Южная',комедия,'Ли На-джон',18+,2017,4,60
762,'Спецы',7.4,24422,'Украина',детектив,'Олег Масленников',18+,2017,4,45
763,'Титаны',8.9,24416,'Россия',реальноеТВ,'Юрий Кондратюк',18+,2024,?,105
764,'Нефть',8.0,24310,'Норвегия',драма,'Петтер Несс',18+,2018,3,45
765,'Погнали',7.4,24286,'Россия',комедия,'Илья Казанков',18+,2019,3,24
766,'Страсти по Чапаю',7.7,24210,'Россия',биография,'Сергей Щербин',18+,2012,21,52
767,'Линия Марты',8.1,24116,'Россия',мелодрама,'Олег Газе',12+,2014,5,52
768,'Как выйти замуж за миллионера',7.2,24017,'Россия',мелодрама,'Наталья Хлопецкая',12+,2012,4,45
769,'Наследие',6.7,23650,'Россия',фантастика,'Алексей Голубев',18+,2021,17,45
770,'Кто ты — школа 2015',8.0,23573,'Корея Южная',мелодрама,'Пэк Сан-хун',18+,2015,7,60
771,'Фееринки',8.8,23465,'Россия',мультфильм,'Наталья Березовая',0+,2019,2,11
772,'Таинственный сад',8.1,23461,'Корея Южная',мелодрама,'Квон Хёк-чхан',18+,2010,35,65
773,'Книга семьи Гу',8.2,23449,'Корея Южная',фэнтези,'Щин У-чхоль',18+,2013,10,60
774,'Легкая улыбка покоряет мир',8.0,23424,'Китай',мелодрама,'Лам Юк-Фань',18+,2016,7,40
775,'Русские хакеры: Начало',8.4,23408,'Россия',документальный,'Андрей Лошак',18+,2021,3,?
776,'Вечный отпуск',7.0,23358,'Россия',комедия,'Валентина Власова',18+,2016,6,25
777,'Чужая жизнь',8.0,23352,'Украина',драма,'Олег Фомин',18+,2018,?,?
778,'Грач',7.5,23294,'Россия',триллер,'Андрей Волгин',18+,2012,7,52
779,'Скажи, что ты видела',7.8,23211,'Корея Южная',триллер,'Ли Джун-хён',18+,2020,1,60
780,'Брижит Бардо: Искусство жить',7.4,23171,'Франция',драма,'Кристофер Томпсон',18+,2023,2,?
781,'Саранча',7.1,23089,'Россия',триллер,'Егор Баранов',18+,2015,5,50
782,'Приключения Бубы',8.5,23078,'Великобритания',мультфильм,'Сергей Горобец',0+,2021,?,6
783,'По ту сторону волков',7.3,23067,'Россия',драма,'Владимир Хотиненко',18+,2002,7,?
784,'Мёртв на 99%',7.4,23049,'Россия',боевик,'Степан Коршунов',18+,2017,1,48
785,'Антикиллер 2: Антитеррор',5.7,23010,'Россия',боевик,'Егор Кончаловский',18+,2003,12,89
786,'Однажды в Абхазии',7.3,23000,'Россия',комедия,'Теймураз Квеквескири',18+,2023,?,52
787,'Билли Кид',7.5,22989,'США',драма,'Дэвид Фрэйзи',18+,2022,3,49
788,'Военная разведка: Северный фронт',7.8,22957,'Россия',приключения,'Петр Амелин',12+,2012,3,48
789,'Муж на 100 дней',8.1,22949,'Корея Южная',мелодрама,'Ли Джон-джэ',18+,2018,6,70
790,'Крыша мира',7.2,22935,'Россия',комедия,'Роман Фокин',18+,2015,3,24
791,'Охота на дьявола',7.6,22921,'Россия',детектив,'Давид Ткебучава',18+,2016,12,96
792,'Учености плоды',7.1,22853,'Россия',драма,'Игорь Угольников',12+,2021,2,?
793,'Профессор',7.3,22773,'Чехия',криминал,'Иржи Страх',18+,2023,?,85
794,'Два сапога — пара',8.2,22696,'Корея Южная',мелодрама,'Ха Бён-хун',18+,2017,2,60
795,'Охота на крылатого льва',7.3,22647,'Россия',детектив,'Наталия Микрюкова',12+,2021,?,44
796,'Лекс и Плу: Космические таксисты',8.8,22621,'Россия',мультфильм,'Алексей Минченок',0+,2019,1,11
797,'Люди с недостатками',7.5,22615,'Корея Южная',мелодрама,'О Джин-сок',18+,2019,1,70
798,'Отмена всех ограничений',7.7,22543,'Россия',мелодрама,'Станислав Назиров',12+,2014,?,45
799,'Перри Мейсон',7.6,22473,'США',детектив,'Тимоти Ван Паттен',18+,2020,16,60
800,'Последний человек',8.6,22439,'Франция',мультфильм,'Жереми Перен',18+,2016,8,11
801,'Военная разведка: Первый удар',7.6,22375,'Россия',приключения,'Алексей Праздников',12+,2012,?,52
802,'Титаник',8.7,22364,'Россия',документальный,'Анастасия Попова',12+,2012,3,45
803,'Клиент всегда мертв',7.9,22288,'США',драма,'Алан Болл',18+,2001,36,55
804,'Комната старинных ключей',7.1,22261,'Россия',детектив,'Антон Павлючик',18+,2019,?,44
805,'Без памяти',6.9,22249,'Россия',комедия,'Владимир Котт',12+,2021,?,52
806,'Шаранутый космос',9.2,22201,'США',мультфильм,'Альваро Калмет',12+,2022,?,8
807,'Случайная невеста',7.2,22124,'Россия',мелодрама,'Мария Кравченко',18+,2018,?,?
809,'Кривое зеркало души',7.4,21977,'Украина',приключения,'Максим Мехеда',12+,2013,2,?
810,'Тонкие материи',7.2,21962,'Россия',комедия,'Анарио Мамедов',18+,2019,?,42
811,'Девочки',7.4,21937,'США',драма,'Лина Данэм',18+,2012,42,30
812,'Диностер',8.8,21933,'Корея Южная',мультфильм,'Хуби Ю',0+,2023,1,12
813,'Причина полюбить её',8.3,21911,'Китай',мультфильм,'Дун И',18+,2023,6,12
814,'Далёкие странники',8.4,21907,'Китай',драма,'Чэн Чжичао',18+,2021,12,45
815,'Хвост Феи: Столетний квест',8.8,21901,'Япония',аниме,'Синдзи Исихира',18+,2024,?,24
816,'Офицеры',7.3,21889,'Россия',боевик,'Мурад Алиев',18+,2006,3,?
817,'Остров сокровищ',8.0,21833,'СССР',приключения,'Владимир Воробьев',6+,1982,15,?
818,'Исаев',7.5,21830,'Россия',детектив,'Сергей Урсуляк',12+,2009,34,50
819,'Аркадий Паровозов спешит на помощь',6.2,21810,'Россия',мультфильм,'Евгений Головин',6+,2012,2,2
820,'Обратный отсчёт',7.3,21693,'Россия',детектив,'Сергей Попов',18+,2017,?,?
821,'Клуб плохих матерей',7.1,21665,'Австралия',драма,'Джофф Беннетт',18+,2019,2,?
822,'Дракоша Тоша',8.3,21620,'Россия',мультфильм,'Марина Мошкова',0+,2017,1,5
